title,description,publishedAt,videoId
[You're A] Strange Animal,"Provided to YouTube by IDLA

[You're A] Strange Animal · Gowan

Strange Animal

℗ Guerilla Tours under exclusive license to Linus Entertainment Inc.

Released on: 2008-06-03

Composer: L. Gowan

Auto-generated by YouTube.",2024-06-27T00:39:13Z,wRpgdYR9xSA
Don't Dream It's Over,"Provided to YouTube by Universal Music Group

Don't Dream It's Over · Crowded House

Crowded House

℗ A Mercury Records Release; ℗ 1986 UMG Recordings, Inc.

Released on: 1986-01-01

Producer: Mitchell Froom
Associated  Performer, Guitar, Vocals, Piano: Neil Finn
Associated  Performer, Bass  Guitar: Nick Seymour
Associated  Performer, Drums, Background  Vocalist: Paul Hester
Composer  Lyricist: Neil Finn

Auto-generated by YouTube.",2024-06-27T00:38:21Z,H7UMRkp7m80
Everybody Wants To Rule The World,"Provided to YouTube by Universal Music Group

Everybody Wants To Rule The World · Tears For Fears

'80s Pop Number 1's

℗ 1985 Mercury Records Limited

Released on: 2007-01-01

Producer: Chris Kimsey
Producer: Steve Smith
Associated  Performer, Guitar, Keyboards, Vocalist: Roland Orzabal
Associated  Performer, Bass  Guitar, Vocalist: Curt Smith
Associated  Performer, Keyboards, Drum  Programming: Ian Stanley
Associated  Performer, Drums: Manny Elias
Composer  Lyricist: Ian Stanley
Composer  Lyricist: Roland Orzabal
Composer  Lyricist: Christopher Merrick Hughes

Auto-generated by YouTube.",2024-06-27T00:37:46Z,sER0UCuViWQ
Semi-Charmed Life,"Provided to YouTube by Rhino/Elektra

Semi-Charmed Life · Third Eye Blind

Third Eye Blind

℗ 1997 Elektra Entertainment Group, A Division of Warner Communications Inc. for the United States and WEA International Inc. for the world outside of the United States.

Bass  Guitar: Arion Salazar
Drums: Brad Hargreaves
Engineer: Eric Valentine
Unknown: Eric Valentine
Programming: Eric Valentine
Lead  Guitar: Kevin Cadogan
Backing  Vocals: Kevin Cadogan
Arranger, Producer: Stephan Jenkins
Brush  Drums: Stephan Jenkins
Guitar, Programming: Stephan Jenkins
Lead  Vocals: Stephan Jenkins
Unknown: Ted Jensen
Writer: Arion Salazar
Writer: Kevin Cadogan
Writer: Stephan Jenkins

Auto-generated by YouTube.",2024-06-27T00:37:40Z,gjdLAsnR_Ws
Torn,"Provided to YouTube by RCA Records Label

Torn · Natalie Imbruglia

Left Of The Middle

℗ 1997 Sony Music Entertainment UK Limited

Released on: 1998-01-08

Composer, Lyricist, Producer: Phil Thornalley
Composer, Lyricist: Scott Cutler
Composer, Lyricist: Anne Preven
Mixing  Engineer: Nigel Godrich

Auto-generated by YouTube.",2024-06-27T00:37:30Z,rIGAt5yvfmw
Carry on Wayward Son,"Provided to YouTube by Epic/Legacy

Carry on Wayward Son · Kansas

Leftoverture

℗ 1976 Epic Records, a division of Sony Music Entertainment

Released on: 1976-10-21

Guitar, Piano, Composer, Lyricist: Kerry Livgren
Background  Vocal, Keyboards, Organ, Vocal: Steve Walsh
Background  Vocal: Robby Steinhardt
Acoustic  Guitar, Electric  Guitar: Rich Williams
Drums, Percussion: Phil Ehart
Bass  Guitar: Dave Hope
Producer: Jeff Glixman

Auto-generated by YouTube.",2024-06-27T00:36:49Z,tz6u9suVNlY
Sweet Child O' Mine,"Provided to YouTube by Universal Music Group

Sweet Child O' Mine · Guns N' Roses

Appetite For Destruction

℗ A Geffen Records Release; ℗ 1987 UMG Recordings, Inc.

Released on: 1987-07-21

Associated  Performer, Vocals: W. Axl Rose
Associated  Performer, Guitar: Slash
Associated  Performer, Guitar: Izzy Stradlin
Associated  Performer, Bass: Duff McKagan
Associated  Performer, Drums: Steven Adler
Producer, Studio  Personnel, Engineer: Mike Clink
Studio  Personnel, Mixer: Steve Thompson
Studio  Personnel, Mixer: Michael Barbiero
Composer  Lyricist: W. Axl Rose
Composer  Lyricist: Jeffrey Isbell
Composer  Lyricist: Saul Hudson
Composer  Lyricist: Duff McKagan
Composer  Lyricist: Steven Adler

Auto-generated by YouTube.",2024-06-27T00:36:22Z,oMfMUfgjiLg
Man On The Moon,"Provided to YouTube by Universal Music Group

Man On The Moon · R.E.M.

Automatic For The People

℗ 1992 R.E.M./Athens L.L.C. Under exclusive license to Concord Music Group, Inc.

Released on: 1992-01-01

Producer: Scott Litt
Producer: R.E.M.
Composer  Lyricist: William Berry
Composer  Lyricist: Peter Buck
Composer  Lyricist: Michael Mills
Composer  Lyricist: Michael Stipe

Auto-generated by YouTube.",2024-06-27T00:36:17Z,CO5GaVJiRwo
Goo Goo Dolls – Iris [Official Music Video] [4K Remaster],"Watch the official 4K remastered music video for Iris by Goo Goo Dolls from the album Dizzy Up the Girl.
🔔 Subscribe to the channel: https://youtube.com/c/googoodolls?sub_confirmation=1

Listen to Miracle Pill here: https://googoodolls.lnk.to/miraclepill

Follow Goo Goo Dolls:
Web: https://googoodolls.com​
Facebook: https://facebook.com/googoodolls​
Twitter: https://twitter.com/googoodolls​
Instagram: https://instagram.com/googoodollsofficial

Goo Goo Dolls is a rock band renowned for their hits “Iris,” “Slide,” “Name,” “Black Balloon,” “Better Days,” “Come To Me,” and “Here Is Gone.” They worked with artists like Sydney Sierota, Taylor Swift, and Avril Lavigne — amassing billions of global streams and garnering critical acclaim.

Lyrics:
And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't want to go home right now

And all I can taste is this moment
And all I can breathe is your life
When sooner or later it's over
I just don't want to miss you tonight

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And you can't fight the tears that ain't coming
Or the moment of truth in your lies
When everything feels like the movies
Yeah, you'd bleed just to know you're alive

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

I just want you to know who I am
I just want you to know who I am
I just want you to know who I am

#OfficialMusicVideo #GooGooDolls #Iris #WeAreWarnerRecords",2024-06-26T21:31:18Z,NdYWuo9OFAw
4 Non Blondes - What's Up (Official Music Video),"CELEBRATING ONE BILLION VIEWS!! REMASTERED IN HD!
Listen to the Best Of 4 Non Blondes here: http://playlists.udiscovermusic.com/p...
Stream more from 4 Non Blondes: https://4NonBlondes.lnk.to/Essentials

Revisit more 90's music videos: https://www.youtube.com/watch?v=xGytDsqkQY8&list=PLjF50Dlp9iembnFdfoZaqIoYZ0zBm7utR

Watch more remastered videos! https://www.youtube.com/watch?v=hTWKbfoikeg&list=PLDNtAuXIhbEPLcw6HLBLkVJl_MUd0DFW2

Follow 4 Non Blondes & Linda Perry
https://www.facebook.com/4nonblondes/
https://twitter.com/reallindaperry

Music video by 4 Non Blondes performing What's Up. (C) 1992 Interscope Records

#4NonBlones #WhatsUp #Remastered #BillionViewsClub",2024-06-26T21:31:11Z,6NXnxTNIWkc
blink-182 - I Miss You (Official Video),"Music video by blink-182 performing I Miss You. (C) 2003 Geffen Records

#Blink192 #IMissYou #Vevo",2024-06-26T21:30:27Z,s1tAYmMjLdY
"Live Forever - Kotomi & Ryan Elder | Rick and Morty (English/Korean lyrics, 영어/한글 가사)","I do not possess any copyrights to the music or background images used in this video.
The purpose of this video is to share the English lyrics of ""Live Forever by Kotomi & Ryan Elder | Rick and Morty"" and I do not gain any benefits from its distribution.

Please feel free to leave feedback!

저는 이 영상에서 사용된 음악의 저작권을 가지고 있지 않습니다.
이 영상은 ""Live Forever by Kotomi & Ryan Elder | Rick and Morty""의 영어/한글 가사를 공유하기 위한 목적으로 제작되었으며, 저는 이 영상으로 어떠한 금전적 혜택도 얻지 않습니다.

피드백을 남겨주세요!",2024-06-26T19:47:23Z,4fwNDx2v7Wc
Live Forever - Kotomi & Ryan Elder (Full Song) | Rick and Morty | adult swim,"Rick shows the universe what really goes into his famous suicide spaghetti. Catch all-new episodes of Rick and Morty Sundays at 11p on [adult swim]. Stream seasons 1-6 now on Max: http://bit.ly/3hRw9rU

Download ""Live Forever"" - Kotomi & Ryan Elder: https://lnk.to/RaM_LiveForeverID
Watch Season 7: https://linktr.ee/rickandmortys7

#AdultSwim #RickAndMorty 

Watch Adult Swim on Max: http://bit.ly/3Gy0aXA
SUBSCRIBE: https://youtube.com/adultswim1?sub_confirmation=1

What to watch next: more Rick and Morty clips!
https://youtube.com/playlist?list=PLQl8zBB7bPvL6GycjAtAibVp6FsLWvMcY

About Adult Swim:
Watch Adult Swim on Max, www.adultswim.com, or by downloading the Adult Swim app. Binge marathons or watch selected episodes of many of your favorite shows including Rick and Morty, SMILING FRIENDS, The Boondocks, Aqua Teen Hunger Force, and many more.

Connect with Adult Swim Online:
Download the APPS: http://www.adultswim.com/apps/
Visit Adult Swim WEBSITE: http://www.adultswim.com
Like Adult Swim on FACEBOOK: https://facebook.com/adultswim
Follow Adult Swim on TWITTER: https://twitter.com/adultswim
Follow Adult Swim on INSTAGRAM: http://instagram.com/adultswim

Watch Adult Swim in your country:
United Kingdom: https://bit.ly/AS_GB
Republic of Ireland: https://bit.ly/AS_GB
USA: https://bit.ly/AS_US
France: https://bit.ly/AS_FRA
Germany: https://bit.ly/AS_GERMAN
Italy: https://bit.ly/AS_IT
Central and Eastern Europe: https://bit.ly/AS_HBOMAX
Denmark: https://bit.ly/AS_HBOMAX
Finland: https://bit.ly/AS_HBOMAX
Hungary: https://bit.ly/AS_HBOMAX
Netherlands: https://bit.ly/AS_HBOMAX
Norway: https://bit.ly/AS_HBOMAX
Poland: https://bit.ly/AS_HBOMAX
Australia: https://bit.ly/AS_AU
New Zealand: https://bit.ly/AS_NZL
Canada: https://bit.ly/3Qd3iy1

Live Forever - Kotomi & Ryan Elder (Full Song) | Rick and Morty | adult swim",2024-06-26T19:43:25Z,yRdAmIoWt6o
Alphaville - Big In Japan  (Symphonic Version 2022) [official video],"Out now! ""BIG IN JAPAN"" 
Download + Streaming:
https://NM.lnk.to/AlphavilleID

Tickets: https://alphaville.reservix.de/events

Subscribe to the Alphaville-Newsletter for early access to the Alphaville-Podcast: https://www.alphaville.info/newsletter.html 

Get the Limited Collector's Box with a signed poster, 3 LPs, 2 CDs, 1 MC and 1 USB stick here: https://NM.lnk.to/CollectorsBoxID

Get the album 'Eternally Yours' here: 
All available products: https://bio.to/AlphavilleID
Digital & physical album: https://NM.lnk.to/AlphavilleID
Vinyl Gold Edition: https://NM.lnk.to/VinylGoldID
Vinyl Black Edition: https://NM.lnk.to/BlackVinylID

Tickets for Alphaville – „40th Anniversary: The Symphonic Tour“: https://alphaville.reservix.de/events

Written by 
Marian Gold, Bernhard Lloyd, Frank Mertens

Recorded with Filmorchester Babelsberg 

Produced by
Documentary Gigolos: Jürgen Schindler
Producer/Director: Jürgen Schindler
Editor: Anna Rogers
Director of Photographie: Ole Jürgens 
Camera: Fabian Pietsch
Camera Assistant: Enno Jürgens 
Chief Lightning Technician: Christian Mansmann 
Light Desk Operator: Falk Buchroeder 
Video Technician: Stephan Hellwig 
Make-up Artist: Stéphanie Bach
Produced at Cinegate Studios STUDIO 2

Social Media/administration/consulting:
Lily Becker, Claudia Pernold

....................
2023 live auf Jubiläumstour
Alphaville – „40th Anniversary: The Symphonic Tour“
mit Orchester

Tickets: https://alphaville.reservix.de/events

13.04.23 Essen — Philharmonie
14.04.23 Düsseldorf — Tonhalle
15.04.23 Kassel — Kongress Palais
05.05.23 Frankfurt — Alte Oper
19.05.23 Bremen — Die Glocke
20.05.23 Hannover — Theater am Aegi
27.05.23 Freiburg — Konzerthaus
28.05.23 Stuttgart — Liederhalle
07.06.23 Leipzig — Gewandhaus
11.06.23 Hamburg — Laeiszhalle
12.06.23 Berlin — Philharmonie
13.06.23 Dresden — Kulturpalast 
16.06.23 München — Isarphilharmonie
17.06.23 Nürnberg — Meistersingerhalle
20.06.23 Dortmund — Konzerthaus

 
The first single release from the new Alphaville album ‘Eternally Yours’, which Marian Gold has recorded with arrangers Max Knoth and Christian Lohr and the Babelsberg Film Orchestra, is available now!
 
The orchestral version of ‘Big in Japan’ reaches us forty years almost to the day since the band was formed, and it has such a natural, warm, even familiar ensemble sound that listening to it, you’re surprised there have never been symphonic arrangements of Alphaville songs before.
 
Marian Gold: “Arranging ‘Big in Japan’ has brought out the essence of it more clearly; the song’s been stripped clean, released, set free. Its true nature has come to light. The 23 songs on ‘Eternally Yours’ – which includes ‘Big in Japan’ of course – really do sound to me as if this was actually the first Alphaville album – except that forty years ago, it wasn’t released.  After all, we didn’t have access to an orchestra in those days, we ‘only’ had synthesizers and rhythm machines.”
 
The song, written in a demo version back in the Seventies, tells the fictional story of a couple who try in vain to break free from heroin on the drug scene at Bahnhof Zoo in Berlin. Everything would have been possible, if only they were ‘Big in Japan’.
 
When it came out in 1984, ‘Big in Japan’ was not only Alphaville’s first No. 1 hit – the song headed the Media Control charts for a total of 23 weeks, making it the year’s mosts successful single in Germany. It’s scored triple gold to date.
(Max Dax)

Alphaville – the new album with the title 'Eternally Yours' is out now! Recorded with the Deutsches Filmorchester Babelsberg, Alphaville present their greatest hits and new songs in a symphonic sound experience never heard before. Don't miss any updates on the album and get access to special subscriber-only content in the band's new newsletter: https://www.alphaville.info/newsletter.html

Visit Alphaville on …

www.alphaville.earth
Instagram: @alphaville.music
Facebook:  @alphavilleofficial
Twitter: @alphaville_band

Visit Marian Gold on…
Facebook: @mariangoldofficial
Instagram: @mariangold_official
Twitter: @marian__gold

For questions regarding the Band please contact Claudia Pernold at moonbase@alphaville.de 

Booking: booking@alphaville.de",2024-06-01T14:04:42Z,W5jz44fCgAc
NSB - MISERY (Official Video),"Official Music Video for MISERY by NSB.

Get your NSB Exclusive Merch Today!
https://www.northstarboys.com/

Stream MISERY from the PANIC Mini-Album by NSB
https://sndo.ffm.to/qe2qn7j

Lyrics:
And if you want to leave
Then I’m playing defense
why you acting different
Round these people
acting like you’re one of them
 
Say you want to breathe
But you’re the one with hands around my neck
I’m trynna let you go but I’m obsessed
I’m impulsive
 
You keep tearing me apart but I’m out here falling
And I’ll let you drive my cars but you crashed them all in
But I’d rather die
see you with another guy
Even though you lie
Leaving you is suicide
 
You bring terror to my heart, ill still let you crawl in
And I love you for your scars, but I hate these problems
But I’d rather die
See you with another guy
Even though you lie
Leaving you is suicide
 
If you wanna go
Then pack up all your shit and leave out that door
It hurts me even more to know that you’re still here waiting on me (waiting on me)
 
I’m not heard
I needed you to love me first
I come back to you to make it work
A thousand times I’ve told you and I’ll tell you again (tell you again)
 
You keep tearing me apart but I’m out here falling
And I’ll let you drive my cars but you crashed them all in
But I’d rather die
see you with another guy
Even though you lie
Leaving you is suicide
 
You bring terror to my heart, ill still let you crawl in
And I love you for your scars, but I hate these problems
But I’d rather die
See you with another guy
Even though you lie
Leaving you is suicide
 
Suicide
Suicide
Leaving you is suicide
I need you to love me but instead you left me here to die
Suicide
Switch the sides
Come back to me every night and every night you ruin mine
 
Take me out of my
Misery
Let me down from my
Hopes and dreams
Take me out of my


Misery
Let me down from my
Hopes and dreams
 
You keep tearing me apart but I’m out here falling
And I’ll let you drive my cars but you crashed them all in
But I’d rather die
see you with another guy
Even though you lie
Leaving you is suicide
 
You bring terror to my heart, ill still let you crawl in
And I love you for your scars, but I hate these problems
But I’d rather die
See you with another guy
Even though you lie
Leaving you is suicide
 
Suicide
Suicide
Leaving you is suicide
I need you to love me but instead you left me here to die
Suicide
Switch the sides
Come back to me every night and every night you ruin mine
So who am I

Directed by Angel Andres and Bae Merola
Produced by Oliver Moy",2024-05-31T00:56:25Z,JalybOMPLxY
